reg_no,length,owner_uuid
TN12AY0670,32 Ft XL,1231104877
MH46BU6273,34 Ft XXXL,2814645832
HR39E7303,24 Ft XXL,984079765
GJ06AV9047,32 Ft XL,104156937
HR55AK1782,22 Ft XL,548066073
NL01AE9377,32 Ft XL,3287102133
HR47C5346,32 Ft XL,1382809208
MH43BX9637,32 Ft XXL,1993271565
TN47BY1119,20 Ft XL,1908930337
KA26B4627,32 Ft XL,3073368300
TN56R0261,32 Ft XL,1579908675
MH12LT5704,24 Ft XL,2794462599
HR65A2225,30 Ft DXL,3364769651
GJ01HT4707,32 Ft XXL,133396775
HR38AB1984,32 Ft XL,3128031607
GJ39T1422,30 Ft XXL,3992178744
HR38AA5013,32 Ft XXL,1.27544E+18
MH12SX9466,34 Ft XL,2066449745
KA01AM1027,32 Ft XXL,1.28381E+18
NL01AE2430,32 Ft XL,1.27493E+18
TN28BK1422,32 Ft XXL Ft XXL,1927615655
CH01TB4612,20 Ft XL,3051829396
HR55Y8947,32 Ft XL,904969546
TN39CT6399,32 Ft XXL,3586827150
TN61AA7004,32 Ft XXL,3619884826
NL01AF1287,32 Ft XL,2921031696
RJ10GB5809,32 Ft XXL,93434900
MH40BG8963,19 Ft DXL,3526396359
HR55AM3873,22 Ft XL,3378674383
NL01AG8414,24 Ft XL,2903670965
TN14T6162,32 Ft XXL,1.29308E+18
RJ23GA5056,30 Ft DXL,2909598045
UP75AT6495,32 Ft XL,2545408207
MH04JK9511,32 Ft XL,2984689483
NL01AH2636,32 Ft XL,1.27493E+18
MH04JU5324,20 Ft XL,1168621851
HR55AP1646,32 Ft XXL,3234395569
RJ20GC4044,32 Ft XL,3073571164
NL01L6538,32 Ft XXXL,1.34396E+18
GJ27TD6094,32 Ft XXL,934518116
NL01AE7601,32 Ft XXL,1.27493E+18
MH46BB7941,32 Ft XL,1323381085
HR38AB4784,22 Ft XL,554587856
MH04KU7508,20 Ft XL,3963283725
RJ11GC1306,32 Ft XXL,3084169063
MH04JK6282,20 Ft XL,3473868831
NL01AE2531,32 Ft XL Ft XL,976160070
PB65BF1077,26 Ft DXL,3504217824
HR47E7370,22 Ft XL,28774287
MH43BX0932,32 Ft XXL,1.37249E+18
HR38AB6120,32 Ft XL,744933130
HR63D1065,32 Ft XL,2806250583
NL01AG8417,34 Ft XL,2903670965
MH04LE0808,20 Ft XL,4191919732
DL1MA6399,20 Ft XL,4285292968
GJ01ET5273,32 Ft XL,1340117688
NL01AE4394,32 Ft XXL,3194110022
MH14KA0038,22 Ft XL,1251745391
RJ14GP8420,32 Ft XL,3310646587
HR47G1115,32 Ft XL,3584401640
MH46BM5973,20 Ft XL,2481686056
RJ52GA3630,32 Ft XXL Ft XXL,3486196832
GJ12BY2086,36 Ft XXXL,1649101344
GJ18BT9102,32 Ft XL,3805031758
TN39CY1068,32 Ft XXL,2743836414
UP15FT7279,40 Ft DXL,3504217824
TN52M3062,32 Ft XXL,1.29901E+18
MH14HG9511,32 Ft XXL,508365964
NL01AF7032,32 Ft XL,3788447167
HR55AL1872,32 Ft XL,1.27493E+18
MH46BU7138,20 Ft XL,2816474766
TN87C2503,32 Ft XL Ft XL,3849324202
KA53AB1704,32 Ft XL,1.27493E+18
MH04LQ2404,32 Ft XL,2545997179
TN87D1661,20 Ft XL Ft XL,4163651040
NL01AD4021,32 Ft XL,1982572239
UK07CD4111,32 Ft XXL,2118848005
RJ32GD1519,32 Ft XXL,2546199617
TN52AA7897,32 Ft XXL,1334815516
DL1MA7062,22 Ft XL,3968807729
RJ32GC8538,32 Ft XL,2827959789
RJ14GL6294,32 Ft XL,3261373768
NL01AC0374,32 Ft XL,2861709397
MH04LQ7542,32 Ft XL,573747521
HR55AJ4546,22 Ft XL,1.30944E+18
TN28BJ5545,32 Ft XXL,3667459581
HR55AK9299,22 Ft XL,1530629691
NL01AF8681,32 Ft XL,1046286026
KA52A7555,32 Ft XXL,1962303682
NL01AG1146,34 Ft XXXL,2059618537
HR55AQ5064,22 Ft XL,3771353794
GJ12BZ0865,40 Ft DXL,1199572047
KA01AQ8665,32 Ft XXL,3245291872
NL01AG5186,32 Ft XL,3914731708
MH12MV3123,32 Ft XXL,2609356868
MH04JK0863,32 Ft XXL,242377121
UP53HT1271,32 Ft XXL,807951713
NL01AC1251,32 Ft XL,1810559494
MH40CD2803,32 Ft XL,444904836
TN34AC8521,32 Ft XL,1.28559E+18
RJ32GC0812,32 Ft XXL,1.27493E+18
TN48BY6314,32 Ft XXL,1.29634E+18
BR01GM1290,32 Ft XXL,3735101958
KA22C1313,32 Ft XXL,1.32646E+18
RJ32GC8503,32 Ft XL,3841426374
NLO1L6539,32 Ft XXXL,1.34396E+18
HR55AK5225,22 Ft XL,1265222010
HR38AF2070,32 Ft XL,3908165514
NL01N2836,32 Ft XXL,1168052891
GJ12BX7835,32 Ft XXXL,1649101344
MH14HU9239,32 Ft XL,589546240
KA02AH8389,20 Ft XL,131772426
TN34AC6880,32 Ft XL,3536538517
NL01AF3282,32 Ft XXL,3944964191
RJ14GL6555,20 Ft XL Ft XL,4001041423
KA51AA1735,32 Ft XL,957599466
NL01AH8735,34 Ft XL,17667683
UP82T6152,32 Ft XL,1542770824
NL01AD5605,32 Ft XXL,1.33805E+18
MH46BM9351,32 Ft XXL,878491648
NL01AD8302,32 Ft XL,1185501586
RJ14GL0290,32 Ft XXL,1.27493E+18
HR69C5286,32 Ft XXL,2604737766
NL01N2568,32 Ft XXL,1355641096
RJ09GC8822,32 Ft XXL,1183707012
TN70AF7688,32 Ft XXL,1271043962
HR55AF7156,32 Ft XL,267942975
RJ32GC8015,32 Ft XL,2594083566
HR55AK9704,22 Ft XL,2403252776
RJ14GN4698,32 Ft XXL,1636044491
RJ11GB5886,32 Ft XXL,3106031340
MH02FG3413,20 Ft XL,3946627381
HR58D9943,30 Ft DXL,1650955566
HR55AF6543,20 Ft XL,1921398566
MH16CE6206,32 Ft XXL,3143385980
TN88A9699,32 Ft XL,1527983037
TN11BF4232,24 Ft XL,4175139349
TN88H9222,32 Ft XXL,762113883
HR55AJ4421,32 Ft XL,3630080344
HR63E5991,32 Ft XL,1.27493E+18
HR38AD4715,32 Ft XL,2275596032
KA51AG7993,32 Ft XL,1016904326
NL01AC4905,32 Ft XXL,3193912759
RJ14GP7442,32 Ft XL Ft XL,3413718173
HR55AB5093,22 Ft XL,1.27493E+18
TN69BY3129,32 Ft XXL,1.41594E+18
NL01AH1941,32 Ft XXL,2638422073
NL01AE8912,32 Ft XXL,1.33853E+18
TN37CX5946,32 Ft XXL,2788744577
TN30BP0060,32 Ft XL Ft XL,2202134573
RJ11GB9372,32 Ft XXL,663241981
MP09DX7363,32 Ft XXL,3706224517
MH13CU6142,32 Ft XL,1135712292
RJ32GC5634,32 Ft XL,3630080344
TS07UK5116,32 Ft XXL Ft XXL,3829683448
NL01Q4075,32 Ft XL,1.27493E+18
TN30BK2815,32 Ft XXL,3291590255
HR67B0712,32 Ft XXL,2746782088
HP12P6531,32 Ft XL,980592438
MH14KA8480,20 Ft XL,3998536120
MH43BX2539,32 Ft XXL,1.37249E+18
KA52B5273,22 Ft XL,2222256497
KA04AC5662,32 Ft XL,3442279203
NL01AF7901,32 Ft XXL,1111699978
TN24AA9923,22 Ft XL,2013785989
MH04LE1983,32 Ft XXL,1.37247E+18
WB05A2976,32 Ft XXL,1080031028
DL1MA8096,20 Ft XL,3335612296
TN46AA6979,20 Ft XL,1362688749
HR38AG3193,22 Ft XL,554587856
KA51AK1826,32 Ft XXL,3189752954
KA45A3708,24 Ft XL,1077152552
TN34MB0954,32 Ft XXL,3590451473
TN39CZ9428,32 Ft XXL,1.27493E+18
NL01AC4241,32 Ft XL,2058958247
GJ12BY7972,32 Ft XXXL,361831879
TN42AJ4070,20 Ft XL,1.27493E+18
RJ32GC9587,32 Ft XL,2463724394
MH43BP1252,32 Ft XXL,508628337
TN38DF6438,32 Ft XXL,1095640172
NL01AD8852,32 Ft XL,782744564
KA51A9823,32 Ft XL Ft XL,1132325877
MH40CD1102,32 Ft XL,354247008
PB11CJ3532,32 Ft XXL,2322689137
TN37CR5229,20 Ft XL,1.27493E+18
HR38AA2194,32 Ft XL,1806953019
TN52K1089,32 Ft XXL,1.29705E+18
TN02BL9455,20 Ft XL,1511188069
HR55AS8703,32 Ft XL,3104138433
UP53HT1426,32 Ft XL,807951713
NL01AG2245,32 Ft XXL,1407618984
WB05A1478,32 Ft XL,1080031028
HR38V3927,32 Ft XL,183624329
HR55AH0356,32 Ft XL,1890778991
UK06CB7223,32 Ft XL,3113967960
RJ11GB8880,32 Ft XXL,663241981
RJ32GC6784,32 Ft XL,2757784359
KA21A3876,32 Ft XL,1930959888
KA01AQ0955,32 Ft XL,1.32425E+18
HR55AL8423,22 Ft XL,1.36745E+18
HR38V8767,32 Ft XL,1498431023
HR55AH4014,32 Ft XL,1324027201
HR38W2830,32 Ft XL,1.27493E+18
KA01AQ3298,20 Ft XL,354254790
MP09HH0293,32 Ft XXL,1714356723
HR55W6436,32 Ft XL,2724083759
MH47BL1374,20 Ft XL,2517342019
MH46CL2701,32 Ft XXL Ft XXL,855402536
MH43BX7380,32 Ft XL,1.37249E+18
MH12QG2494,32 Ft XXL,2794462599
MH43BX6706,32 Ft XXL,2160159070
HR55U2123,32 Ft XXL,1785752776
RJ10GA9697,32 Ft XXL,1038921782
HR55AH6796,32 Ft XXL,267942975
TN56Q3834,32 Ft XXL,2314125170
HR55AP8626,32 Ft XL,3904425606
NL01N7456,30 Ft XXL,331372246
KA51AH4294,32 Ft XXL,1.29971E+18
MH04KU5219,20 Ft XL,3484041280
MH04LE1879,20 Ft XL,173012235
KA51AH8554,32 Ft XXL,3073368300
MH04KU7269,20 Ft XL,3422966385
MH14KA7849,22 Ft XXL,429145058
TN23DZ4399,20 Ft XL,1520825868
NL01AE7923,32 Ft XXL,1.27493E+18
NL01Q6361,32 Ft XXL,1.28294E+18
NL01AG0510,32 Ft XL,3398053050
HR55S5321,32 Ft XXL,2062614801
WB73F7105,32 Ft XXL,3587204810
HR55AK3386,22 Ft XL,4262854756
MH04LQ5491,20 Ft XL,447077985
TN85R5170,22 Ft XL,1758612405
KA02AH8387,14 Ft XL,131772426
RJ10GB2193,32 Ft XXL,2975591973
KA51AG3465,22 Ft XL,214417452
MH04LE4615,32 Ft XXL,3879880759
HR55AQ3607,22 Ft XL,3323168822
GJ12BX9658,40 Ft DXL,3106825274
RJ32GC9316,32 Ft XXL Ft XXL,597230313
HR38AC8287,34 Ft XL,3216817949
MH04KU7712,32 Ft XL,573747521
HR55AP1020,32 Ft XL,823897004
RJ40GA4581,32 Ft XXXL,1.29422E+18
TN42AH7557,32 Ft XL,223488297
MH14HG8695,32 Ft XL,2516929878
HR55AF3327,32 Ft XL,1234471197
NL01AG5902,34 Ft XL,1407618984
KA51AA1748,24 Ft XL,2429040382
KA53AB9588,32 Ft XL,404927654
TN88E7048,32 Ft XL,479218698
TS07UG6876,32 Ft XXL,3829683448
MH43CE0763,32 Ft XL,2126873029
HR55AL5235,32 Ft XL,2971335053
HR55U5843,32 Ft XXL,2449345237
HR55AE0780,22 Ft XL,1.27493E+18
HR55AE1075,32 Ft XXL,1.34095E+18
KA51A5403,32 Ft XXL,1.37788E+18
HR55AT2800,32 Ft XL,2710583951
MH15JC1150,32 Ft XL,730477337
HR38AF4071,34 Ft XL,4023146082
MH40CD0638,22 Ft XL,3519286981
HR45B7573,26 Ft DXL,3504217824
MP04HE3075,32 Ft XXL,2804062220
TN19AL7033,32 Ft XXL,4094944893
TN77R6358,32 Ft XL Ft XL,2087362041
MH46BM0165,32 Ft XXL,929513233
HR55AB9929,32 Ft XXL,1.35906E+18
HR38AC3076,34 Ft XL,1.27493E+18
KA391930,32 Ft XXL Ft XXL,26162111
HR68C9311,20 Ft XL,1807992685
HR62A5860,32 Ft XL,2549420806
HR38U0150,34 Ft XL,250902148
TN88H6505,32 Ft XXL,1096970933
GJ27TT1760,32 Ft XXL,3805031758
HR38AA4607,34 Ft XL,1599883026
HR38AB5145,32 Ft XL,2219265497
OD01N5568,32 Ft XL,1780175474
NL01AF1087,32 Ft XL,3672102456
KA51AF9533,32 Ft XL,727275022
WB11E8005,32 Ft XXL,560318007
HR38AB7262,32 Ft XL,1868373273
RJ47GA3525,40 Ft DXL,4255940877
HR55AE2115,32 Ft XL,1701900473
HR58B6142,32 Ft XXL,1.27493E+18
HR38AG6027,32 Ft XL,3908165514
NL01AE3734,32 Ft XXL,2037476600
HR38V5822,32 Ft XL,4165400860
HR55U6296,32 Ft XL,1179273343
MH46CU1191,32 Ft XXL,163511175
GJ01DV1002,32 Ft XXL,2482930733
HR63D1045,32 Ft XXL,1.27493E+18
KA01AQ3296,20 Ft XL,354254790
RJ09GD8082,32 Ft XXL,2001354312
UP21AN0244,32 Ft XL,516612843
RJ14GP8153,32 Ft XL,1.30839E+18
RJ32GD3028,32 Ft XXL,3185270865
RJ11GB8929,32 Ft XXL,984232224
KA22B6824,32 Ft XXL,1.32646E+18
DL1MA6938,22 Ft XL,2352695499
DL1MA8392,22 Ft XL,3363528157
WB05A1819,32 Ft XL,1080031028
NL01AE5310,32 Ft XL,1763251974
RJ14GN4965,32 Ft XXL,4145909646
MH46BF8391,32 Ft XL Ft XL,2500900955
RJ40GA4686,32 Ft XL,1.29422E+18
RJ14GN7189,32 Ft XL,2005079660
HR55X3452,22 Ft XL,2528441701
TN88J5301,32 Ft XXL,1193173563
MH43BG5144,32 Ft XXL,1.27493E+18
HR55AM7714,14 Ft XL,3000356243
MH14GD3111,32 Ft XL,508365964
NL01AE6387,32 Ft XL,2867428369
TN88H1290,32 Ft XXL,1964777318
DL1MA8261,20 Ft XL,2072733907
RJ14GQ5957,34 Ft XL,2553882112
NL01AE4391,32 Ft XXL,90676744
HR56C4207,40 Ft DXL,204019601
BR30GA0820,32 Ft XXXL,56515400
RJ32GE2966,32 Ft XXL,2166350558
GJ06BT6414,32 Ft XL,2975014919
DN09R9482,22 Ft XXL,1703106667
MH46BU5463,32 Ft XXL,855402536
TN88H6943,32 Ft XXL,1096970933
HR61D7385,32 Ft XL,1906887287
WB25K3207,22 Ft XXL,3114406974
MH04JU0837,32 Ft XL,2564900610
RJ40GA4663,32 Ft XXL,1.29422E+18
NL01Q5847,32 Ft XL Ft XL,4112992
NL01AG6918,32 Ft XL,1708392131
HR55AU4826,32 Ft XL,1733578037
UP25BT6672,32 Ft XXL,3370213939
HR66B4193,32 Ft XXL,3822231402
HR55AL6606,32 Ft XXL,1.27493E+18
HR55W0436,32 Ft XXL,2148477730
TN12BE8462,22 Ft XL,400278408
TN38DA8977,22 Ft XL Ft XL,2561904240
TN88AZ5997,32 Ft XXL,2043479313
NL01AC9073,32 Ft XL,694678537
NL01AF0409,32 Ft XXL,1.27493E+18
TS07UM4141,32 Ft XL Ft XL,3988116661
HR55AA8698,32 Ft XXL,1.34387E+18
HR38Z6601,32 Ft XL,2987626821
HR65A5173,32 Ft XXL,2322689137
HR47F6194,32 Ft XL,21846615
KA51AH3928,32 Ft XL,511547080
HR47C5464,22 Ft XL,909201538
TN39CX8986,32 Ft XXL,1901131659
NL01AA8980,32 Ft XL,1.27493E+18
TN52J3907,32 Ft XXL,1.27493E+18
HR55Y2787,32 Ft XL,3000356243
RJ14GP3507,32 Ft XL,2866879391
HR55AL0153,32 Ft XXL,1.27493E+18
HR55AK2796,32 Ft XXL,1.27493E+18
TN88H8201,32 Ft XL,1527983037
RJ32GD3671,32 Ft XL,192488456
HR55AE0168,32 Ft XXL,1.34095E+18
HR55AG8347,32 Ft XL,920192847
HR61C8510,22 Ft XL,1.27493E+18
UP70JT1751,20 Ft XL,2475747465
TN88H6531,32 Ft XXL,863134033
BR25G7714,26 Ft DXL,3504217824
HR55AL3252,22 Ft XL,3556676147
MH46CL6390,32 Ft XXL,3633219397
MH23AU2195,32 Ft XXL,3175930939
RJ18GA7425,32 Ft XXL,1237699114
MH46BB6204,32 Ft XL,712418492
TN28BH4527,32 Ft XXL,1228220898
RJ32GD6916,32 Ft XL,92539438
RJ52GA6868,32 Ft XXL,3509917328
TN18BJ8530,24 Ft XL,1231888452
HR55W0283,32 Ft XXL,1026069066
RJ14GH4686,32 Ft XXL,3032333235
HR38V8097,32 Ft XL,1288404065
MH04KF8237,20 Ft XL,2545997179
HR55AK3214,22 Ft XL,1291186137
TN12AZ8651,32 Ft XL,4123373749
MH03CP7120,20 Ft XL,1560232176
NL01AF7191,32 Ft XL,206958395
TN99Y6553,20 Ft XL Ft XL,2783026039
UP85CT0098,32 Ft XL,2081056071
RJ32GD2575,32 Ft XL,2757784359
HR38AD9917,34 Ft XL,2858977521
MH04GR6030,20 Ft XL,3610755873
KA01AG5833,22 Ft XL,362513962
HR55X6699,32 Ft XL,3904425606
RJ14GQ8561,32 Ft XL,1509098029
KA51AH7416,22 Ft XL,331033125
NL01L6909,32 Ft XXXL,1.34396E+18
MH40BL0474,32 Ft XXL,4053515595
HR55AF5577,32 Ft XXL,3648094054
NL01AB1685,32 Ft XL,3949577211
RJ14GR9016,32 Ft XL,2180774793
TS07UF8531,32 Ft XXL,2045484468
NL01AE6942,32 Ft XXL,1.27493E+18
HR55X4971,32 Ft XL,208449432
TN39CS1369,32 Ft XXL,3248162065
DL1GC5297,32 Ft XXL,680015610
KA52A7194,20 Ft XL,2229584609
HR38W6020,34 Ft XL,1152643775
RJ10GB7682,32 Ft XL,3277924990
HR38AH6121,32 Ft XL,2733533833
MH44U8388,32 Ft XL,3491786111
HR55AF1977,32 Ft XXL,3648094054
HR55AL3368,22 Ft XL,2517344800
HR55AK2228,32 Ft XL,2971335053
HR66B9914,32 Ft XXL,1960149178
RJ11GC0835,32 Ft XXL,1.27493E+18
TN28BH7363,32 Ft XL,990826300
TN88U7929,32 Ft XXL,1.41705E+18
HR55AV5596,32 Ft XL,3961557537
KA51AH7255,32 Ft XXL,154705261
KA01AP9850,32 Ft XL,2034960316
MH46BU4994,32 Ft XXL,855402536
RJ11GC1561,32 Ft XL Ft XL,3966749152
WB05A3561,32 Ft XXL,1080031028
WB11E3875,32 Ft XL,560318007
HR55AG2176,32 Ft XL,4030502194
HR38AG6109,34 Ft XL,183624329
HR63C3238,32 Ft XL,2790383229
TN28BH8101,32 Ft XL,3979732930
HR38AD3111,22 Ft XL,3778825804
CG04JD5118,32 Ft XL,23061505
MH04JU0809,32 Ft XXL,3154102809
MH46BU4901,32 Ft XXL,2160159070
HR55V6374,32 Ft XXL,3770692317
NL01AD6731,32 Ft XXL,2037476600
HR55AF3379,20 Ft XL,2060987246
TN39DY1584,32 Ft XXL,811342747
TN12AQ5181,32 Ft XL,4093429416
TN16D4114,32 Ft XXL,3474253831
HP38F5535,32 Ft XL Ft XL,2132726553
TN88U5477,32 Ft XXL,2488622514
NL01AH1833,32 Ft XXL Ft XXL,228935000
GJ12BT9278,32 Ft XXXL,1608917745
TN28BK5117,32 Ft XXL,2510445634
UP84AT2346,32 Ft XL,1098481868
UP21BN8949,32 Ft XL,3063123278
TN88J6162,32 Ft XXL,2764074792
TN93E3628,32 Ft XXL,2225034236
HR69F4530,32 Ft XL,3151132714
MH04HD0764,20 Ft XL,2603827886
HR55AL8538,22 Ft XL,1.30944E+18
TN42AE7722,32 Ft XXXL,3619485752
GJ15UU7680,32 Ft XL,1002224970
TN52J4045,32 Ft XXL,46079408
HR55AK0339,32 Ft XL,1.27493E+18
MH46CL2697,32 Ft XXL Ft XXL,855402536
RJ14GK6506,32 Ft XL,3615047490
TN39CW7399,32 Ft XL,1.27493E+18
HR55AC2068,32 Ft XXL,3648094054
MH03DV9896,32 Ft XL,346487133
HR58D1207,32 Ft XL,435173612
GJ27TT2029,32 Ft XL,2717088160
MH04KF6766,32 Ft XL,3678859715
TN30CF7376,32 Ft XXL,3592864251
HR47E2920,32 Ft XXL Ft XXL,2309808394
DN09S9156,32 Ft XL,1135931905
KA01AH4080,32 Ft XL,727275022
TS12UE2999,32 Ft XXL,1617854670
HR55AL8819,32 Ft XXL,1.27493E+18
KA53AA3762,32 Ft XL,2719415289
NL01K8688,30 Ft DXL,2115237033
TN88U7599,32 Ft XXL,3218136328
RJ21GD2833,34 Ft XXXL,1450163480
KA01AM1748,32 Ft XL,1527983037
TN36AF5620,20 Ft XL,3776559602
HR47E2111,22 Ft XXL,2532936040
TN52AC1788,32 Ft XXL,1.27493E+18
KA51AJ9890,32 Ft XXL,56537515
HR55AC0733,32 Ft XL,2885354458
NL01AB7392,32 Ft XXL,4065038712
TN21BH0670,32 Ft XXL,1.27493E+18
MH04JU9986,32 Ft XXL,1975403398
NL01AD4965,32 Ft XL,611100283
HR37E1488,30 Ft DXL Ft DXL,3836262919
MH43BX2997,32 Ft XXL,1.37249E+18
PB11CZ9495,30 Ft DXL Ft DXL,3364769651
TS08UF9897,32 Ft XXL,2045484468
TN36BB7194,32 Ft XXL,2640163483
HR55T8893,32 Ft XXL,90395567
TN88X9259,32 Ft XXXL,4278097753
MH04HD3766,32 Ft XL,2066449745
HR47D6759,32 Ft XL,3420373819
MH46BU9245,20 Ft XL,3295196687
MH46BU4863,32 Ft XL,4245958666
NL01AF0017,32 Ft XXL,1.27493E+18
MH46BB2120,32 Ft XXL Ft XXL,2793079243
TN54K7776,32 Ft XXL,1.35264E+18
NL01N3439,32 Ft XL,2903670965
TN52C9229,26 Ft DXL,722363753
TN88B1965,32 Ft XL Ft XL,1436620427
NL01AB5317,32 Ft XL,1.35842E+18
MH23AU1777,32 Ft XL,1620598291
NL07AA4824,32 Ft XL,1181632531
WB11F7469,22 Ft XL,923155792
NL01AB5701,34 Ft XL,955834925
RJ11GC7086,32 Ft XXL,3081158133
MH42AQ7779,32 Ft XL,1.27493E+18
MH04HY4756,32 Ft XXXL,2780012034
TN28BH7869,32 Ft XXL,104156983
NL01AB0952,32 Ft XXL,1168052891
DD01E9201,32 Ft XXL,1.27493E+18
HR55V2496,32 Ft XXL,3234395569
TS08UG7143,32 Ft XXL,3750422006
GJ27TT9142,32 Ft XL,1789649965
NL01AG8956,32 Ft XXL,2903670965
HR38AB0189,32 Ft XXL,1.35975E+18
KA01AH8573,32 Ft XXL,387829813
MH40CT4313,32 Ft XXL,761325456
MH04FD9871,32 Ft XL,1253211923
MH14HG1929,20 Ft DXL,2208576898
MH01DR6415,32 Ft XL,2526486597
HR38AG3616,32 Ft XL,3908165514
KA51AC7577,20 Ft XL,279704361
TS08UL9109,32 Ft XL Ft XL,1688140532
UP16GT5355,32 Ft XL,3404567956
WB05A1808,32 Ft XL,1080031028
KA593685,32 Ft XL,957599466
RJ18GB4793,32 Ft XXL,1883188159
MH04JK1438,32 Ft XL,621337450
TN37DY5339,32 Ft XL,1.27493E+18
KA529241,32 Ft XL,570434649
KA01AM1011,32 Ft XXL,1.28381E+18
MH46BU4422,32 Ft XXL,929513233
HR69C1062,32 Ft XXL,3300087504
HR55AR5924,32 Ft XXL,1.27493E+18
HR55X5921,32 Ft XXL,782744564
HR63D8203,32 Ft XL,1748235747
TN42AH2118,24 Ft XL,3748473302
UP11BT8421,32 Ft XXL,3211344353
RJ02GB3138,32 Ft XL Ft XL,1460000138
KA569325,32 Ft XXL,3685577842
HR47C3117,32 Ft XL,4031322984
TN52M6177,32 Ft XXL,1.28958E+18
NL01AE8390,32 Ft XXL,4082689178
MH46BB6094,20 Ft XL,2816474766
HR55AF4611,32 Ft XXL,1846949025
MH04HD7811,20 Ft XL,2126873029
HR68B3025,32 Ft XXL,2838899538
UP13BT8853,32 Ft XL,1614011755
BR01GM4024,32 Ft XXL,1119306811
MH04JK8783,20 Ft XL,3413902153
MH14GD8985,20 Ft XL,1627600249
MH04LQ1145,32 Ft XL,1675607123
HR55V0972,32 Ft XL,1.27493E+18
MH04FJ8887,32 Ft XL,1018379385
RJ32GD4206,32 Ft XL,1993271565
TN02BW9123,20 Ft XL,1856664368
HR38AG0125,22 Ft XL,554587856
HR38AH5480,32 Ft XL Ft XL,1790931984
HR55Y4033,32 Ft XL,2143634519
HR38AA0162,32 Ft XL,1868373273
HR55AN4483,32 Ft XL,267942975
MH43CE1269,32 Ft XXL,1993271565
TN12AB0902,32 Ft XXL,2792505996
HR62A1533,32 Ft XL,2549420806
HR66B8790,32 Ft XL,1827766629
WB11D1785,32 Ft XXL,1077479138
HR56C9288,32 Ft XXL,3767447161
PB13BF9723,32 Ft XL,3680034111
TN88W8699,32 Ft XXXL,2061117023
HR55AF2790,32 Ft XXL,3234395569
BR06GE0354,32 Ft XL,1675607123
RJ14GT3819,32 Ft XXL,2351901470
HR55W6935,32 Ft XXL,1.33805E+18
NL01AG2118,34 Ft XL,17667683
KA02AH6932,32 Ft XL,1809808330
RJ32GD4675,32 Ft XL,356233306
AS01NC9279,32 Ft XXL,2791051512
NL01AE6956,32 Ft XXL,1.27493E+18
RJ10GB1839,32 Ft XL,2565296383
MH44U9866,32 Ft XL Ft XL,1982596119
MH04KF3002,20 Ft XL,2545997179
KA52B6191,32 Ft XL,1034838709
KA01AE3025,32 Ft XL,217271024
RJ14GL8318,32 Ft XL,2783829460
UP21BN1864,32 Ft XL,516612843
MH14CP9188,32 Ft XL,1822488993
HR38U0832,32 Ft XL,2906035098
NL01AF7437,32 Ft XL,1.27493E+18
UP75AT0101,32 Ft XL,374645929
UP16HT4915,32 Ft XXL,1168052891
WB11E1406,32 Ft XXL,517914104
MH43BX0680,32 Ft XXL,1.37249E+18
KA01AJ8099,32 Ft XL,2062158598
RJ32GD0910,24 Ft XL,1540654414
MH43BP0683,32 Ft XXL,104415644
NL01AE7932,32 Ft XXL,1.27493E+18
NL01AG7899,36 Ft XXXL,533252639
TN34AH2095,32 Ft XXL,2463131370
KA01AM1012,32 Ft XXL,1.28381E+18
HR38AD6854,34 Ft XL,1017497294
RJ14GJ6677,32 Ft XXL,1454141714
MH04HD0763,20 Ft XL,2603827886
NL01AF1286,32 Ft XL,2921031696
HR55X0232,32 Ft XL,3672102456
TN52AB2839,32 Ft XL,1.32425E+18
UP21CN1644,32 Ft XXL,1115169021
NL01AG7670,32 Ft XXL,2638422073
KA51AG9838,32 Ft XL,1.29971E+18
HR61E7646,32 Ft XL,2771428387
NL01AD8726,32 Ft XXL,1.27493E+18
HR55AS9700,32 Ft XXL,3234395569
GJ12BY6957,32 Ft XXXL,361831879
MH04JK3363,32 Ft XL,621337450
MH46CL9451,32 Ft XXL,878491648
RJ18GB3886,32 Ft XXL,202022680
RJ32GC3836,32 Ft XL,2569825664
GJ27TD5587,32 Ft XL,1481288314
KA11C1135,32 Ft XL,1127926498
HR55U9630,32 Ft XL,2564492577
TN967391,32 Ft XXL,2510445634
TS07UM7983,32 Ft XXL,2972183688
HR744463,40 Ft DXL,3504217824
HR38AE4290,32 Ft XL,3882059570
KA51D8073,32 Ft XXL,2451833745
TN34BM6436,20 Ft XL Ft XL,1148644058
TN88H0945,32 Ft XL,479218698
NL01AG5906,34 Ft XL,1407618984
HR74B9661,32 Ft XL,3592248843
PB11DD9275,30 Ft DXL,3364769651
NL01AC1618,32 Ft XL,2146623208
GJ27TD4859,32 Ft XXL,1875281957
HR38Y3077,32 Ft XL,1806953019
NL01AE3953,32 Ft XL,2994594257
HR38U4735,32 Ft XL,4133929115
NL01AD7974,32 Ft XXL Ft XXL,2459640882
HR55AJ6483,22 Ft XL,645486872
TN54T0104,32 Ft XXL,3847904676
HR38AG9221,32 Ft XL,3908165514
HR74B0783,32 Ft XL,4064930658
TN70AA6053,32 Ft XXL,3512390453
MH04LE3641,32 Ft XXL,2546648594
TN52AA3930,32 Ft XXL,1.32425E+18
MH46BB1595,32 Ft XXL,929513233
NL01AE5666,32 Ft XL,1763251974
NL01AB5834,34 Ft XL,955834925
HR55Y7345,32 Ft XXL,1933360146
